number	path	doc_id	page	eo_id	sec
32849	../data/ddrs/265113/2.txt	265113	2	12958	1.5 (a) 
32850	../data/ddrs/265114/2.txt	265114	2	12356	3.6 
32851	../data/ddrs/265115/2.txt	265115	2	12953	3.6 
32852	../data/ddrs/265115/3.txt	265115	3	12953	3.6 
32853	../data/ddrs/265116/2.txt	265116	2	12953	3.6 
32854	../data/ddrs/265117/2.txt	265117	2	12958	3.6 
32855	../data/ddrs/265118/2.txt	265118	2	12958	3.6 
32856	../data/ddrs/265119/2.txt	265119	2	12953	3.6 
32857	../data/ddrs/265119/2.txt	265119	2	12953	1.5 (6),(d) 
32858	../data/ddrs/265120/2.txt	265120	2	12958	3.6 
32859	../data/ddrs/265121/2.txt	265121	2	12958	3.6 
32860	../data/ddrs/265122/2.txt	265122	2	12958	3.6 
32861	../data/ddrs/265123/2.txt	265123	2	12958	3.6 
32862	../data/ddrs/265124/2.txt	265124	2	12958	3.6 
32863	../data/ddrs/265125/2.txt	265125	2	12958	3.6 
32864	../data/ddrs/265126/2.txt	265126	2	12958	3.6 
32865	../data/ddrs/265127/2.txt	265127	2	12356	3.4 
32866	../data/ddrs/265128/2.txt	265128	2	12356	3.4 
32867	../data/ddrs/265129/2.txt	265129	2	12958	3.4. 
32868	../data/ddrs/265130/2.txt	265130	2	12958	3.6 
32869	../data/ddrs/265131/2.txt	265131	2	12958	3.6 
32870	../data/ddrs/265132/2.txt	265132	2	12958	3.6 
32871	../data/ddrs/265133/2.txt	265133	2	12958	3.6 
32872	../data/ddrs/265133/5.txt	265133	5	12958	3.6 
32873	../data/ddrs/265134/2.txt	265134	2	12958	3.6 
32874	../data/ddrs/265135/2.txt	265135	2	12958	3.6(b) 
32875	../data/ddrs/265136/2.txt	265136	2	12958	3.6 
32876	../data/ddrs/265137/2.txt	265137	2	12958	3.6 
32877	../data/ddrs/265137/5.txt	265137	5	12958	3.6 
32878	../data/ddrs/265138/2.txt	265138	2	12958	3.6 
32879	../data/ddrs/265138/3.txt	265138	3	12958	3.6 
32880	../data/ddrs/265139/2.txt	265139	2	12958	3.6 
32881	../data/ddrs/265139/3.txt	265139	3	12356	3.4 
32882	../data/ddrs/265140/2.txt	265140	2	12958	3.6 
32883	../data/ddrs/265141/3.txt	265141	3	12958	3.6(b) 
32884	../data/ddrs/265142/2.txt	265142	2	12958	3.6(b) 
32885	../data/ddrs/265143/2.txt	265143	2	12958	3.6(b) 
32886	../data/ddrs/265144/2.txt	265144	2	12958	3.6(b) 
32887	../data/ddrs/265145/3.txt	265145	3	12356	3.4(b) 
32888	../data/ddrs/265145/4.txt	265145	4	12958	3.6 
32889	../data/ddrs/265146/2.txt	265146	2	12958	3.6 
32890	../data/ddrs/265147/2.txt	265147	2	12958	3.6 
32891	../data/ddrs/265147/3.txt	265147	3	12958	3.6 
32892	../data/ddrs/265148/2.txt	265148	2	12958	3.6 
32893	../data/ddrs/265151/2.txt	265151	2	12958	3.6 
32894	../data/ddrs/265151/3.txt	265151	3	12958	tor. 3.1 (g) 
32895	../data/ddrs/265152/2.txt	265152	2	12958	3.6(b) 
32896	../data/ddrs/265153/2.txt	265153	2	12958	3.6(b) 
32897	../data/ddrs/265154/2.txt	265154	2	12958	3.6(b) 
32898	../data/ddrs/265158/2.txt	265158	2	12956	3.6 
32899	../data/ddrs/265158/3.txt	265158	3	12953	3.6 
32900	../data/ddrs/265159/2.txt	265159	2	12958	
32901	../data/ddrs/265160/2.txt	265160	2	12958	3.6(b) 
32902	../data/ddrs/265161/2.txt	265161	2	12956	3.6(b) 
32903	../data/ddrs/265162/2.txt	265162	2	12356	3.4(b) 
32904	../data/ddrs/265162/3.txt	265162	3	12356	2.3(b) 
32905	../data/ddrs/265164/2.txt	265164	2	12958	3.6 
32906	../data/ddrs/265165/2.txt	265165	2	12958	3.6 
32907	../data/ddrs/265166/2.txt	265166	2	12958	3.6(b) F 9100975 
32908	../data/ddrs/265167/2.txt	265167	2	12958	3.6(b) 
32909	../data/ddrs/265168/2.txt	265168	2	12958	3.6 
32910	../data/ddrs/265168/4.txt	265168	4	12958	3.6 
32911	../data/ddrs/265169/10.txt	265169	10	12953	3.6 
32912	../data/ddrs/265169/2.txt	265169	2	12958	3.6 
32913	../data/ddrs/265169/3.txt	265169	3	12958	3.6 
32914	../data/ddrs/265169/6.txt	265169	6	12958	3.6 
32915	../data/ddrs/265169/8.txt	265169	8	12958	3.6 
32916	../data/ddrs/265171/2.txt	265171	2	12958	3.6 
32917	../data/ddrs/265172/2.txt	265172	2	12958	3.6 
32918	../data/ddrs/265173/2.txt	265173	2	12958	3.6 
32919	../data/ddrs/265174/2.txt	265174	2	12958	3.6.(b) 
32920	../data/ddrs/265175/96.txt	265175	96	12958	
32921	../data/ddrs/265175/98.txt	265175	98	12958	
32922	../data/ddrs/265175/115.txt	265175	115	12958	
32923	../data/ddrs/265175/2.txt	265175	2	12958	3.6(b) 
32924	../data/ddrs/265175/3.txt	265175	3	12958	3.6(b) 
32925	../data/ddrs/265175/4.txt	265175	4	12358	3.6(b) 
32926	../data/ddrs/265175/5.txt	265175	5	12958	3.6(b) 
32927	../data/ddrs/265175/67.txt	265175	67	12958	
32928	../data/ddrs/265175/70.txt	265175	70	12958	
32929	../data/ddrs/265176/2.txt	265176	2	12958	
32930	../data/ddrs/265179/2.txt	265179	2	12958	3.6 
32931	../data/ddrs/265181/2.txt	265181	2	12958	3.6 
32932	../data/ddrs/265182/2.txt	265182	2	12958	3.6 
32933	../data/ddrs/265183/2.txt	265183	2	12953	3.6. 
32934	../data/ddrs/265183/4.txt	265183	4	12948	3.6 
32935	../data/ddrs/265184/2.txt	265184	2	12958	3.6 
32936	../data/ddrs/265185/3.txt	265185	3	12396	3.4. 
32937	../data/ddrs/265186/2.txt	265186	2	12356	3.4 
32938	../data/ddrs/265187/2.txt	265187	2	12958	3.8(b) 
32939	../data/ddrs/264942/2.txt	264942	2	12958	3.6 
32940	../data/ddrs/264943/2.txt	264943	2	11652	
32941	../data/ddrs/264943/2.txt	264943	2	12958	3.6 
32942	../data/ddrs/264944/2.txt	264944	2	12958	3.6 
32943	../data/ddrs/264945/2.txt	264945	2	12958	3.6 
32944	../data/ddrs/264945/9.txt	264945	9	12958	3.6 
32945	../data/ddrs/264946/2.txt	264946	2	12356	3.4(b) 
32946	../data/ddrs/264946/3.txt	264946	3	12356	3.4(b) 
32947	../data/ddrs/264948/2.txt	264948	2	12356	3.6 
32948	../data/ddrs/264949/2.txt	264949	2	12356	3.4 
32949	../data/ddrs/264950/2.txt	264950	2	12356	3.4 
32950	../data/ddrs/264951/2.txt	264951	2	12356	3.4 
32951	../data/ddrs/264952/11.txt	264952	11	12356	3.4 
32952	../data/ddrs/264952/2.txt	264952	2	12356	3.4 
32953	../data/ddrs/264952/6.txt	264952	6	12356	3.4 
32954	../data/ddrs/264953/2.txt	264953	2	12356	3.4 
32955	../data/ddrs/264954/2.txt	264954	2	12356	3.4 
32956	../data/ddrs/264955/2.txt	264955	2	12356	3.4 
32957	../data/ddrs/264956/2.txt	264956	2	12958	3.6 
32958	../data/ddrs/264957/2.txt	264957	2	12958	3.6(b) 
32959	../data/ddrs/264958/2.txt	264958	2	12356	3.4 
32960	../data/ddrs/264959/2.txt	264959	2	12356	3.4 
32961	../data/ddrs/264960/2.txt	264960	2	12356	3.4 
32962	../data/ddrs/264961/2.txt	264961	2	12958	3.6(b) 
32963	../data/ddrs/264962/2.txt	264962	2	12356	3.4 
32964	../data/ddrs/264963/2.txt	264963	2	12356	3.4 
32965	../data/ddrs/264965/2.txt	264965	2	12356	3.4 
32966	../data/ddrs/264966/2.txt	264966	2	12356	3.4 
32967	../data/ddrs/264967/3.txt	264967	3	12356	3.4(b) 
32968	../data/ddrs/264967/4.txt	264967	4	12356	3.4(b) 
32969	../data/ddrs/264967/5.txt	264967	5	12356	3.4(b) 
32970	../data/ddrs/264967/6.txt	264967	6	12356	3.4(b) 
32971	../data/ddrs/264967/7.txt	264967	7	12356	3.4(b) 
32972	../data/ddrs/264968/2.txt	264968	2	12956	3.6(b) 
32973	../data/ddrs/264969/2.txt	264969	2	12958	3.6(b) 
32974	../data/ddrs/264970/2.txt	264970	2	12958	3.6 
32975	../data/ddrs/264971/2.txt	264971	2	12958	3.6 
32976	../data/ddrs/264971/2.txt	264971	2	12959	1.5(c) 
32977	../data/ddrs/264972/2.txt	264972	2	12956	3.6 
32978	../data/ddrs/264974/2.txt	264974	2	12356	3.4 
32979	../data/ddrs/264975/2.txt	264975	2	12356	3.4 
32980	../data/ddrs/264976/2.txt	264976	2	12356	3.4 
32981	../data/ddrs/264977/2.txt	264977	2	12356	3.4 02 
32982	../data/ddrs/264978/2.txt	264978	2	12356	3.4 
32983	../data/ddrs/264979/2.txt	264979	2	12356	3.4 
32984	../data/ddrs/264980/2.txt	264980	2	12356	3.4 
32985	../data/ddrs/264981/2.txt	264981	2	12356	3.4 
32986	../data/ddrs/264982/2.txt	264982	2	12356	3.4 
32987	../data/ddrs/264983/2.txt	264983	2	12356	3.4 
32988	../data/ddrs/264983/3.txt	264983	3	12958	3.6 
32989	../data/ddrs/264984/2.txt	264984	2	12953	3.6 
32990	../data/ddrs/264985/2.txt	264985	2	12356	3.4 
32991	../data/ddrs/264986/10.txt	264986	10	12958	3.6 
32992	../data/ddrs/264986/2.txt	264986	2		
32993	../data/ddrs/264987/2.txt	264987	2	12958	3.6(b) 
32994	../data/ddrs/264988/2.txt	264988	2	12356	3.4 
32995	../data/ddrs/264989/2.txt	264989	2	12356	3.4 
32996	../data/ddrs/264990/2.txt	264990	2	12958	3.6(b) 
32997	../data/ddrs/264991/2.txt	264991	2	12356	3.4 
32998	../data/ddrs/264992/2.txt	264992	2	12958	3.6 
32999	../data/ddrs/264993/2.txt	264993	2	12356	3.4 
33000	../data/ddrs/264994/2.txt	264994	2	12356	3.4 
33001	../data/ddrs/264995/2.txt	264995	2	12356	3.4 
33002	../data/ddrs/264996/2.txt	264996	2	12356	3.4 
33003	../data/ddrs/264997/2.txt	264997	2	12356	3.4 
33004	../data/ddrs/264998/2.txt	264998	2		3.6 
33005	../data/ddrs/264999/2.txt	264999	2	12356	3.4 
33006	../data/ddrs/265000/2.txt	265000	2	12356	3.4 
33007	../data/ddrs/265001/2.txt	265001	2	12958	3.6 
33008	../data/ddrs/265002/2.txt	265002	2	12356	3.4 
33009	../data/ddrs/265003/2.txt	265003	2	12356	3.4 
33010	../data/ddrs/265004/2.txt	265004	2	12958	3.6 
33011	../data/ddrs/265005/2.txt	265005	2	12356	3.4 
33012	../data/ddrs/265007/2.txt	265007	2	12958	3.6 
33013	../data/ddrs/265008/2.txt	265008	2	12958	3.6 
33014	../data/ddrs/265008/6.txt	265008	6	12958	3.6 
33015	../data/ddrs/265008/7.txt	265008	7	12958	3.6 
33016	../data/ddrs/265009/2.txt	265009	2	12958	3.6 
33017	../data/ddrs/265010/2.txt	265010	2	12958	3.6 
33018	../data/ddrs/265011/2.txt	265011	2	12958	3.6 
33019	../data/ddrs/265013/2.txt	265013	2	12356	, 3.4 
33020	../data/ddrs/265014/2.txt	265014	2		, 
33021	../data/ddrs/265015/2.txt	265015	2	12356	3.4 
33022	../data/ddrs/265016/2.txt	265016	2	12958	3.6 
33023	../data/ddrs/265017/2.txt	265017	2	12958	3.6 
33024	../data/ddrs/265018/2.txt	265018	2	12958	3.6(b) 
33025	../data/ddrs/265019/2.txt	265019	2		
33026	../data/ddrs/265021/2.txt	265021	2	12958	3.(b) 
33027	../data/ddrs/265022/2.txt	265022	2	12356	3.4 
33028	../data/ddrs/265022/3.txt	265022	3	12356	3.4 
33029	../data/ddrs/265025/2.txt	265025	2	12958	
33030	../data/ddrs/265026/2.txt	265026	2	12356	3.4 
33031	../data/ddrs/265027/2.txt	265027	2	12356	3.4 
33032	../data/ddrs/265028/2.txt	265028	2	12356	3.4 
33033	../data/ddrs/265028/3.txt	265028	3	12356	3.4 
33034	../data/ddrs/265029/2.txt	265029	2	12958	3.6 
33035	../data/ddrs/265030/2.txt	265030	2	12356	3.4 
33036	../data/ddrs/265031/2.txt	265031	2	12958	3.6 
33037	../data/ddrs/265032/2.txt	265032	2	12958	3.6 
33038	../data/ddrs/265033/2.txt	265033	2	12356	3.4 
33039	../data/ddrs/265034/2.txt	265034	2	12958	3.6 
33040	../data/ddrs/265035/2.txt	265035	2	12356	3.4 
33041	../data/ddrs/265036/2.txt	265036	2	12958	3.6 
33042	../data/ddrs/265037/2.txt	265037	2	12958	3.6 
33043	../data/ddrs/265038/2.txt	265038	2	12958	3.6 
33044	../data/ddrs/265039/2.txt	265039	2	12958	3.6 
33045	../data/ddrs/265040/2.txt	265040	2	12958	3.6 
33046	../data/ddrs/265041/2.txt	265041	2	12958	3.6 
33047	../data/ddrs/265042/2.txt	265042	2	12958	3.6 
33048	../data/ddrs/265043/2.txt	265043	2	12958	3.6 
33049	../data/ddrs/265044/2.txt	265044	2	12958	3.6 
33050	../data/ddrs/265045/2.txt	265045	2	12958	3.6 
33051	../data/ddrs/265046/2.txt	265046	2	12953	3.6 
33052	../data/ddrs/265047/2.txt	265047	2	12953	3.6 
33053	../data/ddrs/265048/2.txt	265048	2	12958	3.6 
33054	../data/ddrs/265049/2.txt	265049	2	12958	3.6 
33055	../data/ddrs/265050/2.txt	265050	2	12958	3.6 
33056	../data/ddrs/265051/2.txt	265051	2	12958	3.6 
33057	../data/ddrs/265052/2.txt	265052	2	12958	3.6 
33058	../data/ddrs/265053/2.txt	265053	2	12958	3.6 
33059	../data/ddrs/265054/2.txt	265054	2	12953	3.6 
33060	../data/ddrs/265055/2.txt	265055	2	12958	3.6 
33061	../data/ddrs/265056/2.txt	265056	2	12958	3.6 
33062	../data/ddrs/265057/2.txt	265057	2	12958	3.6 
33063	../data/ddrs/265058/2.txt	265058	2	12958	3.6 
33064	../data/ddrs/265059/2.txt	265059	2	12958	3.6 
33065	../data/ddrs/265060/2.txt	265060	2	12958	3.6 
33066	../data/ddrs/265061/2.txt	265061	2	12958	3.6 
33067	../data/ddrs/265062/2.txt	265062	2	12953	3.6 
33068	../data/ddrs/265063/2.txt	265063	2	12958	3.6 
33069	../data/ddrs/265064/2.txt	265064	2	12958	3.6 
33070	../data/ddrs/265064/2.txt	265064	2	12958	1.5 (e) 
33071	../data/ddrs/264819/2.txt	264819	2	12958	3.6 
33072	../data/ddrs/264820/2.txt	264820	2	12958	3.6 
33073	../data/ddrs/264821/2.txt	264821	2	12958	3.6 
33074	../data/ddrs/264822/2.txt	264822	2	12356	3.4 
33075	../data/ddrs/264823/2.txt	264823	2	12958	3.6 
33076	../data/ddrs/264824/2.txt	264824	2	12958	3.6 
33077	../data/ddrs/264825/2.txt	264825	2	12958	3.6 
33078	../data/ddrs/264825/3.txt	264825	3	12958	3.6 
33079	../data/ddrs/264827/2.txt	264827	2	12958	3.6(b) 
33080	../data/ddrs/264828/2.txt	264828	2	12958	3.6(b) 
33081	../data/ddrs/264830/2.txt	264830	2	12356	3.4 
33082	../data/ddrs/264831/2.txt	264831	2	12356	3.4 
33083	../data/ddrs/264831/4.txt	264831	4	12356	3.4 
33084	../data/ddrs/264831/8.txt	264831	8	12356	3.4 
33085	../data/ddrs/264832/12.txt	264832	12	12356	3.4 
33086	../data/ddrs/264832/2.txt	264832	2	12356	3.4 
33087	../data/ddrs/264832/5.txt	264832	5	12356	
33088	../data/ddrs/264833/2.txt	264833	2	12356	3.4 
33089	../data/ddrs/264834/2.txt	264834	2	12356	3.4 
33090	../data/ddrs/264835/2.txt	264835	2	12356	3.4 
33091	../data/ddrs/264836/2.txt	264836	2	12958	3.6 
33092	../data/ddrs/264837/2.txt	264837	2	12356	3.4 
33093	../data/ddrs/264842/2.txt	264842	2	12958	3.6(b) 
33094	../data/ddrs/264843/2.txt	264843	2	12958	3.6(b) 
33095	../data/ddrs/264844/2.txt	264844	2	12958	3.6 
33096	../data/ddrs/264844/3.txt	264844	3	12958	3.6 
33097	../data/ddrs/264845/2.txt	264845	2	12958	3.6 
33098	../data/ddrs/264846/2.txt	264846	2	12358	3.6 
33099	../data/ddrs/264847/2.txt	264847	2	12965	
33100	../data/ddrs/264847/2.txt	264847	2	12958	3.6 
33101	../data/ddrs/264848/2.txt	264848	2	12958	3.6 
33102	../data/ddrs/264849/2.txt	264849	2	12958	3.6 
33103	../data/ddrs/264850/2.txt	264850	2	12958	3.6 
33104	../data/ddrs/264852/2.txt	264852	2	12958	
33105	../data/ddrs/264853/2.txt	264853	2	12356	3.4 
33106	../data/ddrs/264854/2.txt	264854	2	12596	3.4 
33107	../data/ddrs/264856/2.txt	264856	2	12958	3.6(b) 
33108	../data/ddrs/264857/2.txt	264857	2	12958	3.6 
33109	../data/ddrs/264858/2.txt	264858	2	12958	3.6 
33110	../data/ddrs/264861/2.txt	264861	2		3.4 
33111	../data/ddrs/264863/2.txt	264863	2	12356	3.4 
33112	../data/ddrs/264864/2.txt	264864	2	12356	3.4 
33113	../data/ddrs/264865/2.txt	264865	2	12958	3.6 
33114	../data/ddrs/264866/2.txt	264866	2	12958	3.6(b) 
33115	../data/ddrs/264867/2.txt	264867	2	12958	3.6(b) 
33116	../data/ddrs/264867/3.txt	264867	3		
33117	../data/ddrs/264868/2.txt	264868	2	12356	3.4 
33118	../data/ddrs/264869/2.txt	264869	2	12356	3.4 
33119	../data/ddrs/264870/2.txt	264870	2	12958	3.6 
33120	../data/ddrs/264871/2.txt	264871	2	12958	3.6 
33121	../data/ddrs/264872/2.txt	264872	2	12958	3.6 
33122	../data/ddrs/264872/3.txt	264872	3	12958	3.6 
33123	../data/ddrs/264872/5.txt	264872	5	12958	3.6 
33124	../data/ddrs/264872/7.txt	264872	7	12958	3.6 
33125	../data/ddrs/264873/2.txt	264873	2	12356	3.4 
33126	../data/ddrs/264874/2.txt	264874	2	12958	3.6(b) 
33127	../data/ddrs/264875/2.txt	264875	2	12356	3.4 
33128	../data/ddrs/264876/2.txt	264876	2	12356	3.4 
33129	../data/ddrs/264877/2.txt	264877	2	12958	3.6(b) 
33130	../data/ddrs/264879/2.txt	264879	2	12958	3.6(b) 
33131	../data/ddrs/264880/2.txt	264880	2	12958	3.6 
33132	../data/ddrs/264880/5.txt	264880	5	12958	3.6 
33133	../data/ddrs/264881/2.txt	264881	2	12958	5.6(b) 
33134	../data/ddrs/264882/2.txt	264882	2	12356	3.4 
33135	../data/ddrs/264883/2.txt	264883	2	12356	3.4 
33136	../data/ddrs/264884/2.txt	264884	2	12356	3.4 
33137	../data/ddrs/264885/2.txt	264885	2	12356	3.4 
33138	../data/ddrs/264886/2.txt	264886	2	12356	3.4 
33139	../data/ddrs/264887/2.txt	264887	2	12356	3.4 
33140	../data/ddrs/264888/2.txt	264888	2	12356	3.4 
33141	../data/ddrs/264889/2.txt	264889	2	12356	3.4 
33142	../data/ddrs/264890/2.txt	264890	2	12958	3.6 
33143	../data/ddrs/264891/2.txt	264891	2	12958	3.6 
33144	../data/ddrs/264892/2.txt	264892	2	12958	3.6 
33145	../data/ddrs/264893/2.txt	264893	2	12958	3.6 
33146	../data/ddrs/264894/2.txt	264894	2	12356	3.4 
33147	../data/ddrs/264895/2.txt	264895	2	12395	3.4 
33148	../data/ddrs/264896/2.txt	264896	2	12356	3.4 
33149	../data/ddrs/264897/2.txt	264897	2	12356	3.4 
33150	../data/ddrs/264898/2.txt	264898	2	12356	3.4 
33151	../data/ddrs/264899/2.txt	264899	2	12356	3.4 
33152	../data/ddrs/264900/2.txt	264900	2	12356	3.6 
33153	../data/ddrs/264901/2.txt	264901	2	12396	3.4 
33154	../data/ddrs/264902/2.txt	264902	2	12356	3.4 
33155	../data/ddrs/264903/2.txt	264903	2	12356	3.4 
33156	../data/ddrs/264904/2.txt	264904	2	12958	3.6 
33157	../data/ddrs/264905/2.txt	264905	2	12356	3.4 
33158	../data/ddrs/264907/2.txt	264907	2	12958	3.6 
33159	../data/ddrs/264908/2.txt	264908	2	12958	3.6 
33160	../data/ddrs/264909/2.txt	264909	2	12958	3.6 
33161	../data/ddrs/264910/2.txt	264910	2	12958	3.6 
33162	../data/ddrs/264911/2.txt	264911	2	12958	3.6 
33163	../data/ddrs/264912/2.txt	264912	2	12958	
33164	../data/ddrs/264914/2.txt	264914	2	12958	3.6 
33165	../data/ddrs/264915/2.txt	264915	2	12958	3.6 
33166	../data/ddrs/264916/2.txt	264916	2		3.6 
33167	../data/ddrs/264917/2.txt	264917	2	12958	3.6 
33168	../data/ddrs/264918/2.txt	264918	2	12958	3.6 
33169	../data/ddrs/264919/2.txt	264919	2	12958	3.6 
33170	../data/ddrs/264920/2.txt	264920	2	12958	3.6 
33171	../data/ddrs/264921/2.txt	264921	2	12958	3.6 
33172	../data/ddrs/264922/2.txt	264922	2	12958	3.6 
33173	../data/ddrs/264923/2.txt	264923	2	12356	3.4 
33174	../data/ddrs/264924/2.txt	264924	2	12356	
33175	../data/ddrs/264925/2.txt	264925	2	12356	3.4 
33176	../data/ddrs/264926/2.txt	264926	2	11652	
33177	../data/ddrs/264926/2.txt	264926	2	12958	3.6 
33178	../data/ddrs/264927/2.txt	264927	2	11652	
33179	../data/ddrs/264927/2.txt	264927	2	12958	3.6 
33180	../data/ddrs/264928/2.txt	264928	2	12958	3.6 
33181	../data/ddrs/264929/2.txt	264929	2	1958	3.6 
33182	../data/ddrs/264930/2.txt	264930	2	12958	3.6 
33183	../data/ddrs/264930/4.txt	264930	4	12958	3.6 
33184	../data/ddrs/264930/6.txt	264930	6	12958	3.6 
33185	../data/ddrs/264931/2.txt	264931	2	12958	3.5 
33186	../data/ddrs/264932/2.txt	264932	2	12958	3.6 
33187	../data/ddrs/264933/2.txt	264933	2	12958	3.6 
33188	../data/ddrs/264934/2.txt	264934	2	12958	3.6(b) 
33189	../data/ddrs/264935/2.txt	264935	2	11652	
33190	../data/ddrs/264935/2.txt	264935	2	12958	3.6 
33191	../data/ddrs/264936/2.txt	264936	2	12958	3.6 
33192	../data/ddrs/264936/3.txt	264936	3	12356	3.4(b) 
33193	../data/ddrs/264937/2.txt	264937	2	12965	
33194	../data/ddrs/264937/2.txt	264937	2	12958	3.6 
33195	../data/ddrs/264938/2.txt	264938	2	12958	3.6 
33196	../data/ddrs/264939/2.txt	264939	2	12958	3.6 
33197	../data/ddrs/264939/3.txt	264939	3	12958	3.6 
33198	../data/ddrs/264939/4.txt	264939	4	12065	
33199	../data/ddrs/264939/4.txt	264939	4	12958	3.6 
33200	../data/ddrs/264940/2.txt	264940	2	12958	3.6 
33201	../data/ddrs/264940/2.txt	264940	2	11652	
33202	../data/ddrs/264941/2.txt	264941	2	12356	3.4 
33203	../data/ddrs/264696/2.txt	264696	2	12356	3.4 
33204	../data/ddrs/264697/2.txt	264697	2	12356	3.4 
33205	../data/ddrs/264698/2.txt	264698	2	12356	3.4 
33206	../data/ddrs/264699/2.txt	264699	2	12356	3.4 
33207	../data/ddrs/264700/2.txt	264700	2	12356	3.4 
33208	../data/ddrs/264701/2.txt	264701	2	12356	3.4 
33209	../data/ddrs/264702/2.txt	264702	2	12356	3.4 
33210	../data/ddrs/264703/2.txt	264703	2	12953	3.6 
33211	../data/ddrs/264704/2.txt	264704	2	12958	3.6 
33212	../data/ddrs/264705/2.txt	264705	2	12958	3.6 
33213	../data/ddrs/264706/2.txt	264706	2	12958	3.6 
33214	../data/ddrs/264707/2.txt	264707	2		
33215	../data/ddrs/264709/2.txt	264709	2	12356	3.4 
33216	../data/ddrs/264710/2.txt	264710	2	12356	3.4 
33217	../data/ddrs/264711/2.txt	264711	2	12958	3.6 
33218	../data/ddrs/264712/2.txt	264712	2	12958	3.6 
33219	../data/ddrs/264713/15.txt	264713	15	12356	3.4 
33220	../data/ddrs/264713/2.txt	264713	2	12356	3.4 
33221	../data/ddrs/264713/4.txt	264713	4	12356	3.4 
33222	../data/ddrs/264717/2.txt	264717	2	12958	3.6 
33223	../data/ddrs/264718/2.txt	264718	2	12958	3.6 
33224	../data/ddrs/264718/2.txt	264718	2	12958	1.5(c) 
33225	../data/ddrs/264719/2.txt	264719	2	12958	3.6 
33226	../data/ddrs/264719/2.txt	264719	2	12958	1.5(c),(d) 
33227	../data/ddrs/264720/2.txt	264720	2	12956	3.6 
33228	../data/ddrs/264720/2.txt	264720	2	12953	1.5(c) 
33229	../data/ddrs/264721/2.txt	264721	2	12958	3.6 
33230	../data/ddrs/264721/2.txt	264721	2	12958	1.5(e) 
33231	../data/ddrs/264722/2.txt	264722	2	12958	3.6 
33232	../data/ddrs/264722/2.txt	264722	2	12958	1.5(e) 
33233	../data/ddrs/264723/2.txt	264723	2	12958	3.6 
33234	../data/ddrs/264724/2.txt	264724	2	12958	3.6 
33235	../data/ddrs/264724/2.txt	264724	2	12958	1.5(a), c,d,e 
33236	../data/ddrs/264726/2.txt	264726	2	12958	3.6 
33237	../data/ddrs/264726/2.txt	264726	2	12958	1.5(c)(d) 
33238	../data/ddrs/264728/2.txt	264728	2	12958	3.6(b) 
33239	../data/ddrs/264730/2.txt	264730	2	12958	3.6 
33240	../data/ddrs/264731/2.txt	264731	2	12958	3.6 
33241	../data/ddrs/264731/2.txt	264731	2	12958	1.5(c) 
33242	../data/ddrs/264732/2.txt	264732	2	12958	3.6 
33243	../data/ddrs/264732/2.txt	264732	2	12958	1.8(6) 
33244	../data/ddrs/264733/2.txt	264733	2	12958	3.6 
33245	../data/ddrs/264733/2.txt	264733	2	12958	1.5 (a), (c) 
33246	../data/ddrs/264733/3.txt	264733	3	11652	
33247	../data/ddrs/264733/7.txt	264733	7	11652	
33248	../data/ddrs/264733/9.txt	264733	9	11652	
33249	../data/ddrs/264734/2.txt	264734	2	12958	3.6 
33250	../data/ddrs/264734/2.txt	264734	2	12958	15(a) 
33251	../data/ddrs/264734/2.txt	264734	2	11552	
33252	../data/ddrs/264735/2.txt	264735	2	12958	3.6 
33253	../data/ddrs/264735/2.txt	264735	2	12958	1.3 (c) 
33254	../data/ddrs/264736/2.txt	264736	2	12355	5.4 
33255	../data/ddrs/264737/2.txt	264737	2	12958	3.6(b) 
33256	../data/ddrs/264738/2.txt	264738	2	12958	3.6 
33257	../data/ddrs/264739/2.txt	264739	2	12958	3.6 
33258	../data/ddrs/264740/2.txt	264740	2	12958	3.6 
33259	../data/ddrs/264741/2.txt	264741	2	12958	3.6 
33260	../data/ddrs/264742/2.txt	264742	2	12958	3.6 
33261	../data/ddrs/264743/2.txt	264743	2	12958	3.6 
33262	../data/ddrs/264744/2.txt	264744	2	12958	3.4 
33263	../data/ddrs/264747/2.txt	264747	2	12958	3.6 
33264	../data/ddrs/264751/2.txt	264751	2	12958	3.6 
33265	../data/ddrs/264752/2.txt	264752	2	12358	3.6(b) 
33266	../data/ddrs/264753/2.txt	264753	2	12356	3.4 
33267	../data/ddrs/264754/2.txt	264754	2	12356	3.4 
33268	../data/ddrs/264755/2.txt	264755	2	12356	3.4 
33269	../data/ddrs/264756/2.txt	264756	2	12356	3.4 
33270	../data/ddrs/264757/2.txt	264757	2	12356	3.4 
33271	../data/ddrs/264758/2.txt	264758	2	12356	3.4 
33272	../data/ddrs/264759/2.txt	264759	2	12356	3.4 
33273	../data/ddrs/264760/2.txt	264760	2	12356	3.4 
33274	../data/ddrs/264761/2.txt	264761	2	12356	3.4. 
33275	../data/ddrs/264762/2.txt	264762	2	12356	3.4. 
33276	../data/ddrs/264763/2.txt	264763	2	12356	3.4. 
33277	../data/ddrs/264764/2.txt	264764	2	12958	3.6 
33278	../data/ddrs/264765/2.txt	264765	2	12958	3.6 
33279	../data/ddrs/264767/2.txt	264767	2	12958	3.6(b) 
33280	../data/ddrs/264768/2.txt	264768	2	12958	3.6 
33281	../data/ddrs/264771/2.txt	264771	2	12958	3.6 
