number	path	doc_id	page	eo_id	sec
11104	../data/ddrs/287647/13.txt	287647	13	12958	
11105	../data/ddrs/287647/14.txt	287647	14	12958	
11106	../data/ddrs/287647/15.txt	287647	15	12958	
11107	../data/ddrs/287647/16.txt	287647	16	12958	
11108	../data/ddrs/287647/17.txt	287647	17	12958	
11109	../data/ddrs/287647/18.txt	287647	18	12958	
11110	../data/ddrs/287647/19.txt	287647	19	12958	
11111	../data/ddrs/287647/2.txt	287647	2	12958	
11112	../data/ddrs/287647/20.txt	287647	20	12958	
11113	../data/ddrs/287647/21.txt	287647	21	12958	
11114	../data/ddrs/287647/3.txt	287647	3	12958	
11115	../data/ddrs/287647/4.txt	287647	4	12958	
11116	../data/ddrs/287647/5.txt	287647	5	12958	
11117	../data/ddrs/287647/6.txt	287647	6	12958	
11118	../data/ddrs/287647/7.txt	287647	7	12958	
11119	../data/ddrs/287647/8.txt	287647	8	12958	
11120	../data/ddrs/287647/9.txt	287647	9	12958	
11121	../data/ddrs/287648/2.txt	287648	2	12958	3.6 
11122	../data/ddrs/287649/2.txt	287649	2	12958	3.6 
11123	../data/ddrs/287650/11.txt	287650	11	12958	3.6 
11124	../data/ddrs/287650/2.txt	287650	2	12958	3.6 
11125	../data/ddrs/287650/5.txt	287650	5	12958	3.6 
11126	../data/ddrs/287650/8.txt	287650	8	12958	3.6 
11127	../data/ddrs/287651/2.txt	287651	2	12958	3.5 
11128	../data/ddrs/287652/2.txt	287652	2	12356	3.4 
11129	../data/ddrs/287653/2.txt	287653	2	12356	3.4 
11130	../data/ddrs/287654/2.txt	287654	2	12356	3.4 
11131	../data/ddrs/287655/2.txt	287655	2	12356	3.4 
11132	../data/ddrs/287656/2.txt	287656	2	12958	3.6 
11133	../data/ddrs/287657/2.txt	287657	2	12958	3.6 
11134	../data/ddrs/287659/2.txt	287659	2	12356	3.4 
11135	../data/ddrs/287661/2.txt	287661	2	12356	3.4 (b) 
11136	../data/ddrs/287665/10.txt	287665	10	12958	
11137	../data/ddrs/287665/11.txt	287665	11	12958	
11138	../data/ddrs/287665/12.txt	287665	12	12958	
11139	../data/ddrs/287665/13.txt	287665	13	12958	
11140	../data/ddrs/287665/14.txt	287665	14	12958	
11141	../data/ddrs/287665/15.txt	287665	15	12958	
11142	../data/ddrs/287665/16.txt	287665	16	12958	
11143	../data/ddrs/287665/17.txt	287665	17	12958	
11144	../data/ddrs/287665/18.txt	287665	18	12958	
11145	../data/ddrs/287665/2.txt	287665	2	12958	
11146	../data/ddrs/287665/20.txt	287665	20	12958	
11147	../data/ddrs/287665/21.txt	287665	21	12958	
11148	../data/ddrs/287665/22.txt	287665	22	12958	
11149	../data/ddrs/287665/23.txt	287665	23	12958	
11150	../data/ddrs/287665/24.txt	287665	24	12958	
11151	../data/ddrs/287665/25.txt	287665	25	12958	
11152	../data/ddrs/287665/26.txt	287665	26	12958	
11153	../data/ddrs/287665/27.txt	287665	27	12958	
11154	../data/ddrs/287665/28.txt	287665	28	12958	
11155	../data/ddrs/287665/29.txt	287665	29	12958	
11156	../data/ddrs/287665/3.txt	287665	3	12958	
11157	../data/ddrs/287665/30.txt	287665	30	12958	
11158	../data/ddrs/287665/31.txt	287665	31	12958	
11159	../data/ddrs/287665/4.txt	287665	4	12958	
11160	../data/ddrs/287665/5.txt	287665	5	12958	
11161	../data/ddrs/287665/6.txt	287665	6	12958	
11162	../data/ddrs/287665/7.txt	287665	7	12958	
11163	../data/ddrs/287665/8.txt	287665	8	12958	
11164	../data/ddrs/287665/9.txt	287665	9	12958	
11165	../data/ddrs/287668/2.txt	287668	2	12356	3.4 
11166	../data/ddrs/287669/2.txt	287669	2	12356	3.4 
11167	../data/ddrs/287670/2.txt	287670	2	12356	3.4 
11168	../data/ddrs/287671/2.txt	287671	2	12958	3.5 
11169	../data/ddrs/287672/2.txt	287672	2	12356	3.4 
11170	../data/ddrs/287676/2.txt	287676	2	12958	3.6(b) 
11171	../data/ddrs/287677/2.txt	287677	2	12356	3.4 (b) 
11172	../data/ddrs/287678/2.txt	287678	2	12356	3.4 
11173	../data/ddrs/287679/2.txt	287679	2	12356	3.4 
11174	../data/ddrs/287680/2.txt	287680	2	12356	3.4 
11175	../data/ddrs/287681/2.txt	287681	2	12356	3.4 
11176	../data/ddrs/287683/2.txt	287683	2	12356	
11177	../data/ddrs/287684/2.txt	287684	2		3.6 
11178	../data/ddrs/287687/2.txt	287687	2	12958	3.6 
11179	../data/ddrs/287688/2.txt	287688	2	12958	3.6 
11180	../data/ddrs/287689/2.txt	287689	2	12958	3.6 
11181	../data/ddrs/287690/2.txt	287690	2	12356	3.4 
11182	../data/ddrs/287691/2.txt	287691	2	12356	3.4 
11183	../data/ddrs/287692/2.txt	287692	2	12356	3.4 
11184	../data/ddrs/287693/2.txt	287693	2	12958	3.6 
11185	../data/ddrs/287694/2.txt	287694	2	12356	3.4 
11186	../data/ddrs/287695/2.txt	287695	2	12958	3.6 
11187	../data/ddrs/287696/2.txt	287696	2	12356	3.4 
11188	../data/ddrs/287451/2.txt	287451	2	12958	
11189	../data/ddrs/287451/3.txt	287451	3	12958	
11190	../data/ddrs/287451/4.txt	287451	4	12958	
11191	../data/ddrs/287451/5.txt	287451	5	12958	
11192	../data/ddrs/287452/2.txt	287452	2	12958	
11193	../data/ddrs/287452/3.txt	287452	3	12958	
11194	../data/ddrs/287452/4.txt	287452	4	12958	
11195	../data/ddrs/287452/5.txt	287452	5	12958	
11196	../data/ddrs/287452/6.txt	287452	6	12958	
11197	../data/ddrs/287452/7.txt	287452	7	12958	
11198	../data/ddrs/287453/2.txt	287453	2	12958	
11199	../data/ddrs/287453/3.txt	287453	3	12958	
11200	../data/ddrs/287453/4.txt	287453	4	12958	
11201	../data/ddrs/287453/5.txt	287453	5	12958	
11202	../data/ddrs/287453/6.txt	287453	6	12958	
11203	../data/ddrs/287453/7.txt	287453	7	12958	
11204	../data/ddrs/287454/2.txt	287454	2	12958	
11205	../data/ddrs/287454/3.txt	287454	3	12958	
11206	../data/ddrs/287454/4.txt	287454	4	12958	
11207	../data/ddrs/287455/2.txt	287455	2	12958	
11208	../data/ddrs/287455/3.txt	287455	3	12958	
11209	../data/ddrs/287456/2.txt	287456	2	12958	
11210	../data/ddrs/287457/2.txt	287457	2	12958	
11211	../data/ddrs/287457/3.txt	287457	3	12958	
11212	../data/ddrs/287458/10.txt	287458	10	12958	
11213	../data/ddrs/287458/11.txt	287458	11	12958	
11214	../data/ddrs/287458/12.txt	287458	12	12958	
11215	../data/ddrs/287458/13.txt	287458	13	12958	
11216	../data/ddrs/287458/14.txt	287458	14	12958	
11217	../data/ddrs/287458/15.txt	287458	15	12958	
11218	../data/ddrs/287458/2.txt	287458	2	12958	
11219	../data/ddrs/287458/3.txt	287458	3	12958	
11220	../data/ddrs/287458/4.txt	287458	4	12958	
11221	../data/ddrs/287458/5.txt	287458	5	12958	
11222	../data/ddrs/287458/6.txt	287458	6	12958	
11223	../data/ddrs/287458/7.txt	287458	7	12958	
11224	../data/ddrs/287458/8.txt	287458	8	12958	
11225	../data/ddrs/287458/9.txt	287458	9	12958	
11226	../data/ddrs/287460/2.txt	287460	2	12356	3.4 
11227	../data/ddrs/287469/2.txt	287469	2	12958	
11228	../data/ddrs/287469/3.txt	287469	3	12958	
11229	../data/ddrs/287470/2.txt	287470	2	12958	
11230	../data/ddrs/287470/3.txt	287470	3	12958	
11231	../data/ddrs/287470/4.txt	287470	4	12958	
11232	../data/ddrs/287470/5.txt	287470	5	12958	
11233	../data/ddrs/287470/6.txt	287470	6	12958	
11234	../data/ddrs/287471/2.txt	287471	2	12958	
11235	../data/ddrs/287471/3.txt	287471	3	12958	
11236	../data/ddrs/287471/4.txt	287471	4	12958	
11237	../data/ddrs/287471/5.txt	287471	5	12958	
11238	../data/ddrs/287472/10.txt	287472	10	12958	
11239	../data/ddrs/287472/11.txt	287472	11	12958	
11240	../data/ddrs/287472/12.txt	287472	12	12958	
11241	../data/ddrs/287472/13.txt	287472	13	12958	
11242	../data/ddrs/287472/14.txt	287472	14	12958	
11243	../data/ddrs/287472/2.txt	287472	2	12958	
11244	../data/ddrs/287472/3.txt	287472	3	12958	
11245	../data/ddrs/287472/4.txt	287472	4	12958	
11246	../data/ddrs/287472/5.txt	287472	5	12958	
11247	../data/ddrs/287472/6.txt	287472	6	12958	
11248	../data/ddrs/287472/7.txt	287472	7	12958	
11249	../data/ddrs/287472/8.txt	287472	8	12958	
11250	../data/ddrs/287472/9.txt	287472	9	12958	
11251	../data/ddrs/287473/2.txt	287473	2	12958	
11252	../data/ddrs/287473/3.txt	287473	3	12958	
11253	../data/ddrs/287473/4.txt	287473	4	12958	
11254	../data/ddrs/287473/5.txt	287473	5	12958	
11255	../data/ddrs/287473/6.txt	287473	6	12958	
11256	../data/ddrs/287473/7.txt	287473	7	12958	
11257	../data/ddrs/287473/8.txt	287473	8	12958	
11258	../data/ddrs/287474/2.txt	287474	2	12958	
11259	../data/ddrs/287474/3.txt	287474	3	12958	
11260	../data/ddrs/287474/4.txt	287474	4	12958	
11261	../data/ddrs/287475/2.txt	287475	2	12958	
11262	../data/ddrs/287475/3.txt	287475	3	12958	
11263	../data/ddrs/287476/2.txt	287476	2	12958	
11264	../data/ddrs/287476/3.txt	287476	3	12958	
11265	../data/ddrs/287477/2.txt	287477	2	12958	
11266	../data/ddrs/287477/3.txt	287477	3	12958	
11267	../data/ddrs/287477/4.txt	287477	4	12958	
11268	../data/ddrs/287477/5.txt	287477	5	12958	
11269	../data/ddrs/287477/6.txt	287477	6	12958	
11270	../data/ddrs/287477/7.txt	287477	7	12958	
11271	../data/ddrs/287478/2.txt	287478	2	12958	
11272	../data/ddrs/287478/3.txt	287478	3	12958	
11273	../data/ddrs/287479/2.txt	287479	2	12958	
11274	../data/ddrs/287479/3.txt	287479	3	12958	
11275	../data/ddrs/287479/4.txt	287479	4	12958	
11276	../data/ddrs/287481/2.txt	287481	2	12958	
11277	../data/ddrs/287481/3.txt	287481	3	12958	
11278	../data/ddrs/287484/2.txt	287484	2	12356	3.4 
11279	../data/ddrs/287488/2.txt	287488	2	12958	t. 3.6 
11280	../data/ddrs/287489/2.txt	287489	2	12958	3.6 (b) 
11281	../data/ddrs/287492/2.txt	287492	2	12356	3.4 
11282	../data/ddrs/287494/2.txt	287494	2	12356	3.4 
11283	../data/ddrs/287496/2.txt	287496	2	12356	3.4 
11284	../data/ddrs/287497/2.txt	287497	2	12356	3.4 
11285	../data/ddrs/287498/2.txt	287498	2	12356	3.4 
11286	../data/ddrs/287499/2.txt	287499	2	12598	
11287	../data/ddrs/287499/2.txt	287499	2	12356	t. 3.4 
11288	../data/ddrs/287499/3.txt	287499	3	12598	
11289	../data/ddrs/287505/2.txt	287505	2	12958	3.6 
11290	../data/ddrs/287508/2.txt	287508	2	12958	
11291	../data/ddrs/287508/3.txt	287508	3	12958	
11292	../data/ddrs/287510/2.txt	287510	2	12356	3.4 
11293	../data/ddrs/287511/2.txt	287511	2	12356	3.4 
11294	../data/ddrs/287512/2.txt	287512	2	12356	3.4 
11295	../data/ddrs/287514/10.txt	287514	10	12958	
11296	../data/ddrs/287514/11.txt	287514	11	12958	
11297	../data/ddrs/287514/12.txt	287514	12	12958	
11298	../data/ddrs/287514/13.txt	287514	13	12958	
11299	../data/ddrs/287514/14.txt	287514	14	12958	
11300	../data/ddrs/287514/15.txt	287514	15	12958	
11301	../data/ddrs/287514/16.txt	287514	16	12958	
11302	../data/ddrs/287514/17.txt	287514	17	12958	
11303	../data/ddrs/287514/18.txt	287514	18	12958	
11304	../data/ddrs/287514/2.txt	287514	2	12958	
11305	../data/ddrs/287514/20.txt	287514	20	12958	
11306	../data/ddrs/287514/21.txt	287514	21	12958	
11307	../data/ddrs/287514/3.txt	287514	3	12958	
11308	../data/ddrs/287514/4.txt	287514	4	12958	
11309	../data/ddrs/287514/5.txt	287514	5	12958	
11310	../data/ddrs/287514/6.txt	287514	6	12958	
11311	../data/ddrs/287514/7.txt	287514	7	12958	
11312	../data/ddrs/287514/8.txt	287514	8	12958	
11313	../data/ddrs/287514/9.txt	287514	9	12958	
11314	../data/ddrs/287515/2.txt	287515	2	12958	
11315	../data/ddrs/287515/3.txt	287515	3	12958	
11316	../data/ddrs/287516/2.txt	287516	2	12958	
11317	../data/ddrs/287516/3.txt	287516	3	12958	
11318	../data/ddrs/287517/2.txt	287517	2	12958	
11319	../data/ddrs/287517/3.txt	287517	3	12958	
11320	../data/ddrs/287517/4.txt	287517	4	12958	
11321	../data/ddrs/287518/2.txt	287518	2	12958	
11322	../data/ddrs/287518/3.txt	287518	3	12958	
11323	../data/ddrs/287518/4.txt	287518	4	12958	
11324	../data/ddrs/287518/5.txt	287518	5	12958	
11325	../data/ddrs/287518/6.txt	287518	6	12958	
11326	../data/ddrs/287519/2.txt	287519	2	12958	
11327	../data/ddrs/287519/3.txt	287519	3	12958	
11328	../data/ddrs/287519/4.txt	287519	4	12958	
11329	../data/ddrs/287519/5.txt	287519	5	12958	
11330	../data/ddrs/287520/10.txt	287520	10	12958	
11331	../data/ddrs/287520/11.txt	287520	11	12958	
11332	../data/ddrs/287520/12.txt	287520	12	12958	
11333	../data/ddrs/287520/13.txt	287520	13	12958	
11334	../data/ddrs/287520/14.txt	287520	14	12958	
11335	../data/ddrs/287520/2.txt	287520	2	12958	
11336	../data/ddrs/287520/3.txt	287520	3	12958	
11337	../data/ddrs/287520/4.txt	287520	4	12958	
11338	../data/ddrs/287520/5.txt	287520	5	12958	
11339	../data/ddrs/287520/6.txt	287520	6	12958	
11340	../data/ddrs/287520/7.txt	287520	7	12958	
11341	../data/ddrs/287520/8.txt	287520	8	12958	
11342	../data/ddrs/287520/9.txt	287520	9	12958	
11343	../data/ddrs/287521/2.txt	287521	2	12958	
11344	../data/ddrs/287521/3.txt	287521	3	12958	
11345	../data/ddrs/287522/2.txt	287522	2	12958	
11346	../data/ddrs/287522/3.txt	287522	3	12958	
11347	../data/ddrs/287523/2.txt	287523	2	12958	
11348	../data/ddrs/287523/3.txt	287523	3	12958	
11349	../data/ddrs/287524/10.txt	287524	10	12958	
11350	../data/ddrs/287524/11.txt	287524	11	12958	
11351	../data/ddrs/287524/12.txt	287524	12	12958	
11352	../data/ddrs/287524/13.txt	287524	13	12958	
11353	../data/ddrs/287524/15.txt	287524	15	12958	
11354	../data/ddrs/287524/16.txt	287524	16	12958	
11355	../data/ddrs/287524/17.txt	287524	17	12958	
11356	../data/ddrs/287524/18.txt	287524	18	12958	
11357	../data/ddrs/287524/19.txt	287524	19	12958	
11358	../data/ddrs/287524/2.txt	287524	2	12958	
11359	../data/ddrs/287524/20.txt	287524	20	12958	
11360	../data/ddrs/287524/21.txt	287524	21	12958	
11361	../data/ddrs/287524/3.txt	287524	3	12958	
11362	../data/ddrs/287524/4.txt	287524	4	12958	
11363	../data/ddrs/287524/5.txt	287524	5	12958	
11364	../data/ddrs/287524/6.txt	287524	6	12958	
11365	../data/ddrs/287524/7.txt	287524	7	12958	
11366	../data/ddrs/287524/8.txt	287524	8	12958	
11367	../data/ddrs/287524/9.txt	287524	9	12958	
11368	../data/ddrs/287525/2.txt	287525	2	12958	
11369	../data/ddrs/287525/3.txt	287525	3	12958	
11370	../data/ddrs/287525/4.txt	287525	4	12958	
11371	../data/ddrs/287525/5.txt	287525	5	12958	
11372	../data/ddrs/287525/6.txt	287525	6	12958	
11373	../data/ddrs/287525/7.txt	287525	7	12958	
11374	../data/ddrs/287526/10.txt	287526	10	12958	
11375	../data/ddrs/287526/11.txt	287526	11	12958	
11376	../data/ddrs/287526/12.txt	287526	12	12958	
11377	../data/ddrs/287526/13.txt	287526	13	12958	
11378	../data/ddrs/287526/14.txt	287526	14	12958	
11379	../data/ddrs/287526/2.txt	287526	2	12958	
11380	../data/ddrs/287526/3.txt	287526	3	12958	
11381	../data/ddrs/287526/4.txt	287526	4	12958	
11382	../data/ddrs/287526/5.txt	287526	5	12958	
11383	../data/ddrs/287526/6.txt	287526	6	12958	
11384	../data/ddrs/287526/7.txt	287526	7	12958	
11385	../data/ddrs/287526/8.txt	287526	8	12958	
11386	../data/ddrs/287526/9.txt	287526	9	12958	
11387	../data/ddrs/287527/2.txt	287527	2	12958	
11388	../data/ddrs/287527/3.txt	287527	3	12958	
11389	../data/ddrs/287527/4.txt	287527	4	12958	
11390	../data/ddrs/287527/5.txt	287527	5	12958	
11391	../data/ddrs/287528/2.txt	287528	2	12958	
11392	../data/ddrs/287528/3.txt	287528	3	12958	
11393	../data/ddrs/287531/2.txt	287531	2	12958	3.6 
11394	../data/ddrs/287531/2.txt	287531	2	12958	1.5() 
11395	../data/ddrs/287533/2.txt	287533	2	12958	3.6(b) 
11396	../data/ddrs/287535/2.txt	287535	2	12958	3.6(b) 
11397	../data/ddrs/287536/2.txt	287536	2	12958	3.6(b) 
11398	../data/ddrs/287536/5.txt	287536	5	12958	3.6(b) 
11399	../data/ddrs/287537/2.txt	287537	2	12958	3.6(b) 
11400	../data/ddrs/287538/2.txt	287538	2	12958	3.6(b) 
11401	../data/ddrs/287539/2.txt	287539	2	12958	3.6(b) 
11402	../data/ddrs/287540/2.txt	287540	2	12958	3.6 
11403	../data/ddrs/287541/2.txt	287541	2	12958	3.6(b) 
11404	../data/ddrs/287545/2.txt	287545	2	12958	3.6(b) 
11405	../data/ddrs/287546/2.txt	287546	2	12958	3.6 
11406	../data/ddrs/287547/2.txt	287547	2	12958	3.6(b) 
11407	../data/ddrs/287547/3.txt	287547	3	12958	3.6(b) 
11408	../data/ddrs/287550/2.txt	287550	2	12958	3.6(b) 
11409	../data/ddrs/287551/2.txt	287551	2	12958	3.6(b) 
11410	../data/ddrs/287552/2.txt	287552	2	12958	3.6(b) 
11411	../data/ddrs/287553/2.txt	287553	2	12958	3.5 
11412	../data/ddrs/287553/2.txt	287553	2	12958	1.5 (C) 
11413	../data/ddrs/287554/2.txt	287554	2	12958	3.6(b) 
11414	../data/ddrs/287557/3.txt	287557	3	12598	
11415	../data/ddrs/287558/10.txt	287558	10	12958	
11416	../data/ddrs/287558/11.txt	287558	11	12958	
11417	../data/ddrs/287558/12.txt	287558	12	12958	
11418	../data/ddrs/287558/13.txt	287558	13	12958	
11419	../data/ddrs/287558/2.txt	287558	2	12958	
11420	../data/ddrs/287558/3.txt	287558	3	12958	
11421	../data/ddrs/287558/4.txt	287558	4	12958	
11422	../data/ddrs/287558/5.txt	287558	5	12958	
11423	../data/ddrs/287558/6.txt	287558	6		
11424	../data/ddrs/287558/7.txt	287558	7	12958	
11425	../data/ddrs/287558/8.txt	287558	8		
11426	../data/ddrs/287558/9.txt	287558	9	12958	
11427	../data/ddrs/287559/2.txt	287559	2	12958	
11428	../data/ddrs/287559/3.txt	287559	3	12958	
11429	../data/ddrs/287560/2.txt	287560	2	12958	
11430	../data/ddrs/287560/3.txt	287560	3	12958	
11431	../data/ddrs/287561/2.txt	287561	2	12958	
11432	../data/ddrs/287561/3.txt	287561	3	12958	
11433	../data/ddrs/287563/2.txt	287563	2	12958	3.6(b) 
11434	../data/ddrs/287564/2.txt	287564	2	12958	3.6(b) 
11435	../data/ddrs/287565/2.txt	287565	2	12958	, 3.6(b) 
11436	../data/ddrs/287566/2.txt	287566	2	12658	
11437	../data/ddrs/287567/2.txt	287567	2	12958	3.6 (b) 
11438	../data/ddrs/287329/2.txt	287329	2	12356	3.4 
11439	../data/ddrs/287331/2.txt	287331	2	12356	3.4 
11440	../data/ddrs/287332/2.txt	287332	2	12958	
11441	../data/ddrs/287333/2.txt	287333	2	12356	3.4 
11442	../data/ddrs/287334/2.txt	287334	2	12598	
11443	../data/ddrs/287335/10.txt	287335	10	12598	
11444	../data/ddrs/287335/11.txt	287335	11	12598	
11445	../data/ddrs/287335/12.txt	287335	12	12598	
11446	../data/ddrs/287335/13.txt	287335	13	12598	
11447	../data/ddrs/287335/14.txt	287335	14	12598	
11448	../data/ddrs/287335/15.txt	287335	15	12598	
11449	../data/ddrs/287335/16.txt	287335	16	12598	
11450	../data/ddrs/287335/17.txt	287335	17	12598	
11451	../data/ddrs/287335/18.txt	287335	18	12598	
11452	../data/ddrs/287335/19.txt	287335	19	12598	
11453	../data/ddrs/287335/2.txt	287335	2	12598	
11454	../data/ddrs/287335/3.txt	287335	3	12598	
11455	../data/ddrs/287335/4.txt	287335	4	12598	
11456	../data/ddrs/287335/5.txt	287335	5	12598	
11457	../data/ddrs/287335/6.txt	287335	6	12598	
11458	../data/ddrs/287335/8.txt	287335	8	12598	
11459	../data/ddrs/287335/9.txt	287335	9	12598	
11460	../data/ddrs/287336/2.txt	287336	2	12598	
11461	../data/ddrs/287336/3.txt	287336	3	12598	
11462	../data/ddrs/287336/4.txt	287336	4	12598	
11463	../data/ddrs/287336/5.txt	287336	5	12598	
11464	../data/ddrs/287337/2.txt	287337	2	12958	
11465	../data/ddrs/287337/3.txt	287337	3	12958	
11466	../data/ddrs/287338/2.txt	287338	2	12958	3.5(b) 
11467	../data/ddrs/287339/2.txt	287339	2	12958	
11468	../data/ddrs/287339/3.txt	287339	3	12958	
11469	../data/ddrs/287343/2.txt	287343	2	12958	
11470	../data/ddrs/287343/3.txt	287343	3	12958	
11471	../data/ddrs/287344/2.txt	287344	2	12958	
11472	../data/ddrs/287344/3.txt	287344	3	12958	
11473	../data/ddrs/287345/2.txt	287345	2	12958	, 3.6(b) 
11474	../data/ddrs/287346/2.txt	287346	2	12958	3.6 
11475	../data/ddrs/287348/2.txt	287348	2	12958	3.5 
11476	../data/ddrs/287349/2.txt	287349	2	12958	
11477	../data/ddrs/287349/4.txt	287349	4	12958	
11478	../data/ddrs/287349/5.txt	287349	5	12958	
11479	../data/ddrs/287349/7.txt	287349	7	12958	
11480	../data/ddrs/287350/2.txt	287350	2	12968	
11481	../data/ddrs/287350/3.txt	287350	3	12968	
11482	../data/ddrs/287351/2.txt	287351	2	12958	
11483	../data/ddrs/287352/3.txt	287352	3	12958	
11484	../data/ddrs/287353/2.txt	287353	2	12958	
11485	../data/ddrs/287353/3.txt	287353	3	12958	
11486	../data/ddrs/287353/4.txt	287353	4	12958	
11487	../data/ddrs/287354/2.txt	287354	2	12356	3.4 
11488	../data/ddrs/287355/2.txt	287355	2	12958	
11489	../data/ddrs/287355/3.txt	287355	3	12958	
11490	../data/ddrs/287356/2.txt	287356	2	12356	3.4(b) 
11491	../data/ddrs/287358/2.txt	287358	2	12958	
11492	../data/ddrs/287358/3.txt	287358	3	12958	
11493	../data/ddrs/287358/4.txt	287358	4	12958	
11494	../data/ddrs/287359/10.txt	287359	10	12958	
11495	../data/ddrs/287359/11.txt	287359	11	12958	
11496	../data/ddrs/287359/12.txt	287359	12	12958	
11497	../data/ddrs/287359/13.txt	287359	13	12958	
11498	../data/ddrs/287359/14.txt	287359	14	12958	
11499	../data/ddrs/287359/15.txt	287359	15	12958	
11500	../data/ddrs/287359/16.txt	287359	16	12958	
11501	../data/ddrs/287359/2.txt	287359	2	12958	
11502	../data/ddrs/287359/3.txt	287359	3	12958	
11503	../data/ddrs/287359/4.txt	287359	4	12958	
11504	../data/ddrs/287359/5.txt	287359	5	12958	
11505	../data/ddrs/287359/6.txt	287359	6	12958	
11506	../data/ddrs/287359/7.txt	287359	7	12958	
11507	../data/ddrs/287359/8.txt	287359	8	12958	
11508	../data/ddrs/287359/9.txt	287359	9	12958	
11509	../data/ddrs/287360/2.txt	287360	2	12958	
11510	../data/ddrs/287360/3.txt	287360	3	12958	
11511	../data/ddrs/287360/4.txt	287360	4	12958	
11512	../data/ddrs/287361/2.txt	287361	2	12356	3.4 
11513	../data/ddrs/287362/2.txt	287362	2	12356	3.4 
11514	../data/ddrs/287363/2.txt	287363	2		3.4 
11515	../data/ddrs/287363/3.txt	287363	3	12356	3.4 
11516	../data/ddrs/287364/2.txt	287364	2		[Illegible text] 
11517	../data/ddrs/287365/2.txt	287365	2	12356	3.4 
11518	../data/ddrs/287366/2.txt	287366	2	12356	3.4(b) 
11519	../data/ddrs/287367/2.txt	287367	2	12356	3.4 
11520	../data/ddrs/287368/2.txt	287368	2	12356	3.4 
11521	../data/ddrs/287373/2.txt	287373	2	12958	
11522	../data/ddrs/287373/3.txt	287373	3	12958	
11523	../data/ddrs/287373/4.txt	287373	4	12958	
11524	../data/ddrs/287374/2.txt	287374	2	12356	3.4 
11525	../data/ddrs/287375/2.txt	287375	2	12356	3.4 
11526	../data/ddrs/287376/2.txt	287376	2	12356	3.4 
11527	../data/ddrs/287377/2.txt	287377	2	12396	[Illegible text] 
11528	../data/ddrs/287378/2.txt	287378	2		3.4 
11529	../data/ddrs/287379/2.txt	287379	2	12356	3.4 
11530	../data/ddrs/287380/2.txt	287380	2	12356	3.4 
11531	../data/ddrs/287381/2.txt	287381	2	12358	3.4 
11532	../data/ddrs/287382/2.txt	287382	2	12356	3.4 (b) 
11533	../data/ddrs/287384/2.txt	287384	2	12356	3.4 
11534	../data/ddrs/287386/2.txt	287386	2	12356	, 3.4 
